map_world,level_id,item_text,chinese_meaning,topic,item_type,spoken_focus,source_video_name,status,source_field,confidence,final_prompt_chars,source_file
island,45,Salad,沙拉,蔬菜大餐,word,,level-045-salad,ready,finalPrompt: target English word + Chinese meaning,1,2127,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,46,Carrot,胡萝卜,蔬菜大餐,word,,level-046-carrot,ready,finalPrompt: target English word + Chinese meaning,1,2108,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,47,Corn,玉米,蔬菜大餐,word,,level-047-corn,ready,finalPrompt: target English word + Chinese meaning,1,2060,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,48,Pumpkin,南瓜,蔬菜大餐,word,,level-048-pumpkin,ready,finalPrompt: target English word + Chinese meaning,1,2086,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,49,Mushroom,蘑菇,蔬菜大餐,word,,level-049-mushroom,ready,finalPrompt: target English word + Chinese meaning,1,2121,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,50,Sandwich,三明治,蔬菜大餐,word,,level-050-sandwich,ready,finalPrompt: target English word + Chinese meaning,1,2138,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,51,Puppy,小狗,萌宠动物,word,,level-051-puppy,ready,finalPrompt: target English word + Chinese meaning,1,2181,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,52,Kitty,小猫,萌宠动物,word,,level-052-kitty,ready,finalPrompt: target English word + Chinese meaning,1,2125,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,53,Bunny,小兔,萌宠动物,word,,level-053-bunny,ready,finalPrompt: target English word + Chinese meaning,1,2076,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,54,Duck,鸭子,萌宠动物,word,,level-054-duck,ready,finalPrompt: target English word + Chinese meaning,1,2072,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,55,Chick,小鸡,萌宠动物,word,,level-055-chick,ready,finalPrompt: target English word + Chinese meaning,1,2063,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,56,Pig,猪,萌宠动物,word,,level-056-pig,ready,finalPrompt: target English word + Chinese meaning,1,2115,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,57,Cow,奶牛,萌宠动物,word,,level-057-cow,ready,finalPrompt: target English word + Chinese meaning,1,2072,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,58,Cat,猫,萌宠动物,word,,level-058-cat,ready,finalPrompt: target English word + Chinese meaning,1,2080,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,59,Sheep,绵羊,萌宠动物,word,,level-059-sheep,ready,finalPrompt: target English word + Chinese meaning,1,2109,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,60,Horse,马,萌宠动物,word,,level-060-horse,ready,finalPrompt: target English word + Chinese meaning,1,2100,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,61,Panda,熊猫,大动物,word,,level-061-panda,ready,finalPrompt: target English word + Chinese meaning,1,2091,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,62,Koala,考拉,大动物,word,,level-062-koala,ready,finalPrompt: target English word + Chinese meaning,1,2079,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,63,Hippo,河马,大动物,word,,level-063-hippo,ready,finalPrompt: target English word + Chinese meaning,1,2089,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,64,Monkey,猴子,大动物,word,,level-064-monkey,ready,finalPrompt: target English word + Chinese meaning,1,2091,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,65,Tiger,老虎,大动物,word,,level-065-tiger,ready,finalPrompt: target English word + Chinese meaning,1,2080,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,66,Lion,狮子,大动物,word,,level-066-lion,ready,finalPrompt: target English word + Chinese meaning,1,2048,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,67,Zebra,斑马,大动物,word,,level-067-zebra,ready,finalPrompt: target English word + Chinese meaning,1,2086,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,68,Giraffe,长颈鹿,大动物,word,,level-068-giraffe,ready,finalPrompt: target English word + Chinese meaning,1,2120,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,69,Elephant,大象,大动物,word,,level-069-elephant,ready,finalPrompt: target English word + Chinese meaning,1,2115,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,70,Kangaroo,袋鼠,大动物,word,,level-070-kangaroo,ready,finalPrompt: target English word + Chinese meaning,1,2099,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,71,Butterfly,蝴蝶,小小动物,word,,level-071-butterfly,ready,finalPrompt: target English word + Chinese meaning,1,2110,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,72,Fish,鱼,小小动物,word,,level-072-fish,ready,finalPrompt: target English word + Chinese meaning,1,2063,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,73,Frog,青蛙,小小动物,word,,level-073-frog,ready,finalPrompt: target English word + Chinese meaning,1,2047,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,74,Bee,蜜蜂,小小动物,word,,level-074-bee,ready,finalPrompt: target English word + Chinese meaning,1,2058,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,75,Bird,小鸟,小小动物,word,,level-075-bird,ready,finalPrompt: target English word + Chinese meaning,1,2040,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,76,Turtle,乌龟,小小动物,word,,level-076-turtle,ready,finalPrompt: target English word + Chinese meaning,1,2076,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,77,Crab,螃蟹,小小动物,word,,level-077-crab,ready,finalPrompt: target English word + Chinese meaning,1,2057,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,78,Ant,蚂蚁,小小动物,word,,level-078-ant,ready,finalPrompt: target English word + Chinese meaning,1,2083,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,79,Snail,蜗牛,小小动物,word,,level-079-snail,ready,finalPrompt: target English word + Chinese meaning,1,2095,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,80,Ladybug,瓢虫,小小动物,word,,level-080-ladybug,ready,finalPrompt: target English word + Chinese meaning,1,2110,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,81,Tummy,小肚子,我的身体,word,,level-081-tummy,ready,finalPrompt: target English word + Chinese meaning,1,2194,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,82,Eye,眼睛,我的身体,word,,level-082-eye,ready,finalPrompt: target English word + Chinese meaning,1,2113,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,83,Ear,耳朵,我的身体,word,,level-083-ear,ready,finalPrompt: target English word + Chinese meaning,1,2074,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,84,Nose,鼻子,我的身体,word,,level-084-nose,ready,finalPrompt: target English word + Chinese meaning,1,2096,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,85,Mouth,嘴巴,我的身体,word,,level-085-mouth,ready,finalPrompt: target English word + Chinese meaning,1,2137,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,86,Head,头,我的身体,word,,level-086-head,ready,finalPrompt: target English word + Chinese meaning,1,2067,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,87,Hair,头发,我的身体,word,,level-087-hair,ready,finalPrompt: target English word + Chinese meaning,1,2074,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,88,Foot,脚,我的身体,word,,level-088-foot,ready,finalPrompt: target English word + Chinese meaning,1,2055,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,89,Leg,腿,我的身体,word,,level-089-leg,ready,finalPrompt: target English word + Chinese meaning,1,2087,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,90,Arm,手臂,我的身体,word,,level-090-arm,ready,finalPrompt: target English word + Chinese meaning,1,2092,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,91,Pajamas,睡衣,穿衣出门,word,,level-091-pajamas,ready,finalPrompt: target English word + Chinese meaning,1,2130,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,92,Shoes,鞋子,穿衣出门,word,,level-092-shoes,ready,finalPrompt: target English word + Chinese meaning,1,2079,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,93,Socks,袜子,穿衣出门,word,,level-093-socks,ready,finalPrompt: target English word + Chinese meaning,1,2074,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,94,Hat,帽子,穿衣出门,word,,level-094-hat,ready,finalPrompt: target English word + Chinese meaning,1,2042,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,95,Dress,裙子,穿衣出门,word,,level-095-dress,ready,finalPrompt: target English word + Chinese meaning,1,2103,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,96,Jacket,夹克,穿衣出门,word,,level-096-jacket,ready,finalPrompt: target English word + Chinese meaning,1,2062,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,97,Shirt,上衣,穿衣出门,word,,level-097-shirt,ready,finalPrompt: target English word + Chinese meaning,1,2103,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,98,Pants,裤子,穿衣出门,word,,level-098-pants,ready,finalPrompt: target English word + Chinese meaning,1,2065,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,99,Coat,外套,穿衣出门,word,,level-099-coat,ready,finalPrompt: target English word + Chinese meaning,1,2043,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,100,Boots,靴子,穿衣出门,word,,level-100-boots,ready,finalPrompt: target English word + Chinese meaning,1,2073,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,101,Teddy Bear,泰迪熊,玩具游戏,word,,level-101-teddy-bear,ready,finalPrompt: target English word + Chinese meaning,1,2128,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,102,Bubble,泡泡,玩具游戏,word,,level-102-bubble,ready,finalPrompt: target English word + Chinese meaning,1,2126,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,103,Balloon,气球,玩具游戏,word,,level-103-balloon,ready,finalPrompt: target English word + Chinese meaning,1,2124,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,104,Ball,球,玩具游戏,word,,level-104-ball,ready,finalPrompt: target English word + Chinese meaning,1,2049,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,105,Robot,机器人,玩具游戏,word,,level-105-robot,ready,finalPrompt: target English word + Chinese meaning,1,2067,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,106,Doll,娃娃,玩具游戏,word,,level-106-doll,ready,finalPrompt: target English word + Chinese meaning,1,2050,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,107,Kite,风筝,玩具游戏,word,,level-107-kite,ready,finalPrompt: target English word + Chinese meaning,1,2104,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,108,Block,积木,玩具游戏,word,,level-108-block,ready,finalPrompt: target English word + Chinese meaning,1,2072,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,109,Puzzle,拼图,玩具游戏,word,,level-109-puzzle,ready,finalPrompt: target English word + Chinese meaning,1,2097,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,110,Slide,滑梯,玩具游戏,word,,level-110-slide,ready,finalPrompt: target English word + Chinese meaning,1,2098,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,111,Baby,宝宝,身边的人,word,,level-111-baby,ready,finalPrompt: target English word + Chinese meaning,1,2081,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,112,Boy,男孩,身边的人,word,,level-112-boy,ready,finalPrompt: target English word + Chinese meaning,1,2102,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,113,Girl,女孩,身边的人,word,,level-113-girl,ready,finalPrompt: target English word + Chinese meaning,1,2056,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,114,Sister,姐妹,身边的人,word,,level-114-sister,ready,finalPrompt: target English word + Chinese meaning,1,2189,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,115,Brother,兄弟,身边的人,word,,level-115-brother,ready,finalPrompt: target English word + Chinese meaning,1,2160,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,116,Aunt,阿姨,身边的人,word,,level-116-aunt,ready,finalPrompt: target English word + Chinese meaning,1,2194,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,117,Uncle,叔叔,身边的人,word,,level-117-uncle,ready,finalPrompt: target English word + Chinese meaning,1,2176,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,118,Friend,朋友,身边的人,word,,level-118-friend,ready,finalPrompt: target English word + Chinese meaning,1,2156,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,119,Teacher,老师,身边的人,word,,level-119-teacher,ready,finalPrompt: target English word + Chinese meaning,1,2222,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,120,Family,家人,身边的人,word,,level-120-family,ready,finalPrompt: target English word + Chinese meaning,1,2184,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,121,Sofa,沙发,客厅卧室,word,,level-121-sofa,ready,finalPrompt: target English word + Chinese meaning,1,2103,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,122,Bed,床,客厅卧室,word,,level-122-bed,ready,finalPrompt: target English word + Chinese meaning,1,2097,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,123,Pillow,枕头,客厅卧室,word,,level-123-pillow,ready,finalPrompt: target English word + Chinese meaning,1,2096,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,124,Blanket,被子,客厅卧室,word,,level-124-blanket,ready,finalPrompt: target English word + Chinese meaning,1,2100,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,125,Lamp,台灯,客厅卧室,word,,level-125-lamp,ready,finalPrompt: target English word + Chinese meaning,1,2043,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,126,Clock,时钟,客厅卧室,word,,level-126-clock,ready,finalPrompt: target English word + Chinese meaning,1,2116,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,127,Mirror,镜子,客厅卧室,word,,level-127-mirror,ready,finalPrompt: target English word + Chinese meaning,1,2110,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,128,Door,门,客厅卧室,word,,level-128-door,ready,finalPrompt: target English word + Chinese meaning,1,2101,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,129,Window,窗户,客厅卧室,word,,level-129-window,ready,finalPrompt: target English word + Chinese meaning,1,2103,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,130,Chair,椅子,客厅卧室,word,,level-130-chair,ready,finalPrompt: target English word + Chinese meaning,1,2081,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,131,Cup,杯子,厨房餐桌,word,,level-131-cup,ready,finalPrompt: target English word + Chinese meaning,1,2095,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,132,Bowl,碗,厨房餐桌,word,,level-132-bowl,ready,finalPrompt: target English word + Chinese meaning,1,2079,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,133,Spoon,勺子,厨房餐桌,word,,level-133-spoon,ready,finalPrompt: target English word + Chinese meaning,1,2060,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,134,Plate,盘子,厨房餐桌,word,,level-134-plate,ready,finalPrompt: target English word + Chinese meaning,1,2089,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,135,Bottle,瓶子,厨房餐桌,word,,level-135-bottle,ready,finalPrompt: target English word + Chinese meaning,1,2087,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,136,Box,盒子,厨房餐桌,word,,level-136-box,ready,finalPrompt: target English word + Chinese meaning,1,2043,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,137,Bag,包,厨房餐桌,word,,level-137-bag,ready,finalPrompt: target English word + Chinese meaning,1,2041,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,138,Table,桌子,厨房餐桌,word,,level-138-table,ready,finalPrompt: target English word + Chinese meaning,1,2072,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,139,Fork,叉子,厨房餐桌,word,,level-139-fork,ready,finalPrompt: target English word + Chinese meaning,1,2064,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,140,Chopsticks,筷子,厨房餐桌,word,,level-140-chopsticks,ready,finalPrompt: target English word + Chinese meaning,1,2138,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,141,Potty,小马桶,洗漱浴室,word,,level-141-potty,ready,finalPrompt: target English word + Chinese meaning,1,2137,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,142,Shampoo,洗发水,洗漱浴室,word,,level-142-shampoo,ready,finalPrompt: target English word + Chinese meaning,1,2129,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,143,Soap,肥皂,洗漱浴室,word,,level-143-soap,ready,finalPrompt: target English word + Chinese meaning,1,2061,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,144,Towel,毛巾,洗漱浴室,word,,level-144-towel,ready,finalPrompt: target English word + Chinese meaning,1,2073,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,145,Tissue,纸巾,洗漱浴室,word,,level-145-tissue,ready,finalPrompt: target English word + Chinese meaning,1,2118,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,146,Brush,刷子,洗漱浴室,word,,level-146-brush,ready,finalPrompt: target English word + Chinese meaning,1,2076,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,147,Comb,梳子,洗漱浴室,word,,level-147-comb,ready,finalPrompt: target English word + Chinese meaning,1,2030,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,148,Bathtub,浴缸,洗漱浴室,word,,level-148-bathtub,ready,finalPrompt: target English word + Chinese meaning,1,2146,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,149,Toilet,马桶,洗漱浴室,word,,level-149-toilet,ready,finalPrompt: target English word + Chinese meaning,1,2165,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,150,Toothbrush,牙刷,洗漱浴室,word,,level-150-toothbrush,ready,finalPrompt: target English word + Chinese meaning,1,2126,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,151,Moon,月亮,天气天空,word,,level-151-moon,ready,finalPrompt: target English word + Chinese meaning,1,2108,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,152,Sun,太阳,天气天空,word,,level-152-sun,ready,finalPrompt: target English word + Chinese meaning,1,2052,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,153,Star,星星,天气天空,word,,level-153-star,ready,finalPrompt: target English word + Chinese meaning,1,2114,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,154,Rainbow,彩虹,天气天空,word,,level-154-rainbow,ready,finalPrompt: target English word + Chinese meaning,1,2126,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,155,Sky,天空,天气天空,word,,level-155-sky,ready,finalPrompt: target English word + Chinese meaning,1,2094,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,156,Cloud,云,天气天空,word,,level-156-cloud,ready,finalPrompt: target English word + Chinese meaning,1,2058,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,157,Rain,雨,天气天空,word,,level-157-rain,ready,finalPrompt: target English word + Chinese meaning,1,2093,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,158,Snow,雪,天气天空,word,,level-158-snow,ready,finalPrompt: target English word + Chinese meaning,1,2095,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,159,Wind,风,天气天空,word,,level-159-wind,ready,finalPrompt: target English word + Chinese meaning,1,2107,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,160,Umbrella,雨伞,天气天空,word,,level-160-umbrella,ready,finalPrompt: target English word + Chinese meaning,1,2108,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,161,Flower,花,大自然,word,,level-161-flower,ready,finalPrompt: target English word + Chinese meaning,1,2073,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,162,Tree,树,大自然,word,,level-162-tree,ready,finalPrompt: target English word + Chinese meaning,1,2109,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,163,Grass,草地,大自然,word,,level-163-grass,ready,finalPrompt: target English word + Chinese meaning,1,2105,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,164,Leaf,树叶,大自然,word,,level-164-leaf,ready,finalPrompt: target English word + Chinese meaning,1,2057,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,165,Sea,大海,大自然,word,,level-165-sea,ready,finalPrompt: target English word + Chinese meaning,1,2125,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,166,Beach,海滩,大自然,word,,level-166-beach,ready,finalPrompt: target English word + Chinese meaning,1,2109,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,167,Shell,贝壳,大自然,word,,level-167-shell,ready,finalPrompt: target English word + Chinese meaning,1,2086,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,168,Sand,沙子,大自然,word,,level-168-sand,ready,finalPrompt: target English word + Chinese meaning,1,2072,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,169,River,河,大自然,word,,level-169-river,ready,finalPrompt: target English word + Chinese meaning,1,2092,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,170,Mountain,山,大自然,word,,level-170-mountain,ready,finalPrompt: target English word + Chinese meaning,1,2128,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,171,Taxi,出租车,交通工具,word,,level-171-taxi,ready,finalPrompt: target English word + Chinese meaning,1,2074,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,172,Bus,公交车,交通工具,word,,level-172-bus,ready,finalPrompt: target English word + Chinese meaning,1,2045,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,173,Bike,自行车,交通工具,word,,level-173-bike,ready,finalPrompt: target English word + Chinese meaning,1,2087,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,174,Train,火车,交通工具,word,,level-174-train,ready,finalPrompt: target English word + Chinese meaning,1,2095,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,175,Plane,飞机,交通工具,word,,level-175-plane,ready,finalPrompt: target English word + Chinese meaning,1,2100,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,176,Boat,小船,交通工具,word,,level-176-boat,ready,finalPrompt: target English word + Chinese meaning,1,2065,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,177,Ship,大船,交通工具,word,,level-177-ship,ready,finalPrompt: target English word + Chinese meaning,1,2086,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,178,Subway,地铁,交通工具,word,,level-178-subway,ready,finalPrompt: target English word + Chinese meaning,1,2125,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,179,Scooter,滑板车,交通工具,word,,level-179-scooter,ready,finalPrompt: target English word + Chinese meaning,1,2126,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,180,Ambulance,救护车,交通工具,word,,level-180-ambulance,ready,finalPrompt: target English word + Chinese meaning,1,2180,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,181,Zoo,动物园,常去的场所,word,,level-181-zoo,ready,finalPrompt: target English word + Chinese meaning,1,2207,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,182,Park,公园,常去的场所,word,,level-182-park,ready,finalPrompt: target English word + Chinese meaning,1,2112,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,183,Home,家,常去的场所,word,,level-183-home,ready,finalPrompt: target English word + Chinese meaning,1,2140,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
island,184,Farm,农场,常去的场所,word,,level-184-farm,ready,finalPrompt: target English word + Chinese meaning,1,2132,/Users/yr/Library/Application Support/libtv-workbench/projects/baby-island-levels-v1/tasks.json
